City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,arsen'yev,44.1631,133.2733,-21.85,100,70,0.75,RU,1706563365
363,puerto aysen,-45.4,-72.7,19.79,54,100,1.77,CL,1706563366
364,vilyuysk,63.7553,121.6247,-35.0,97,83,2.24,RU,1706563366
365,geraldton,-28.7667,114.6,16.23,82,0,4.12,AU,1706563367
366,tofol,5.3248,163.0078,27.39,73,100,5.64,FM,1706563367
367,brisas de zicatela,15.8369,-97.0419,29.29,58,20,3.6,MX,1706563368
368,ciudad del carmen,18.6333,-91.8333,25.02,57,75,4.12,MX,1706563368
369,driefontein,-27.0177,30.4498,16.07,94,99,1.53,ZA,1706563369
370,omdurman,15.6445,32.4777,20.56,17,68,6.98,SD,1706563161
371,cururupu,-1.8283,-44.8683,26.75,82,100,1.8,BR,1706563370
372,sinabang,2.4803,96.3801,26.18,83,46,1.65,ID,1706563371
373,shakhtersk,48.0625,38.5167,-2.34,83,10,2.88,UA,1706563371
374,pundong,-7.9522,110.3486,25.46,86,100,1.22,ID,1706563371
375,nenjiang,49.1833,125.2167,-35.79,99,17,0.39,CN,1706563372
376,sungai penuh,-2.0833,101.3833,17.62,97,100,1.57,ID,1706563372
377,atlantic city,39.3643,-74.4229,5.02,70,100,5.14,US,1706563095
378,daru,-9.0763,143.2092,25.86,89,100,3.81,PG,1706563373
379,beardstown,40.0176,-90.4243,11.55,71,0,1.34,US,1706563374
380,meadow lake,34.8014,-106.5436,15.34,33,94,1.55,US,1706563375
381,suntar,62.1444,117.6319,-40.65,100,75,1.45,RU,1706563375
382,blagodarnyy,45.0978,43.4364,-8.76,97,60,1.55,RU,1706563376
383,jesus maria,-30.9815,-64.0942,34.88,27,1,5.76,AR,1706563376
384,manda,-10.4667,34.5833,24.48,81,100,1.62,TZ,1706563377
385,ribeira brava,32.65,-17.0667,19.35,74,88,0.83,PT,1706563377
386,es castell,39.8795,4.2854,12.38,87,20,3.09,ES,1706563378
387,kirakira,-10.4544,161.9205,26.99,86,93,4.35,SB,1706563378
388,sibolga,1.7427,98.7792,24.05,87,54,1.91,ID,1706563379
389,yeppoon,-23.1333,150.7333,27.88,81,99,2.33,AU,1706563379
390,teguise,29.0605,-13.564,18.12,52,0,2.06,ES,1706563380
391,poronaysk,49.2167,143.1167,-7.86,96,100,1.97,RU,1706563380
392,tweed heads,-28.1817,153.547,26.65,99,75,4.12,AU,1706563381
393,fale old settlement,-9.3852,-171.2468,29.27,72,84,2.96,TK,1706563381
394,bardai,11.65,7.2333,20.21,17,80,4.37,NG,1706563382
395,tuy hoa,13.0833,109.3,19.97,92,59,1.63,VN,1706563382
396,khovd,48.0056,91.6419,-21.57,89,22,0.62,MN,1706563383
397,nansio,-2.1333,33.05,23.87,73,90,5.52,TZ,1706563383
398,belle fourche,44.6714,-103.8522,15.03,54,4,6.99,US,1706563384
399,upington,-28.4478,21.2561,30.21,10,47,5.66,ZA,1706563384
400,santo augusto,-27.8508,-53.7772,24.32,76,1,3.54,BR,1706563385
401,marapanim,-0.7175,-47.6997,25.39,94,100,2.7,BR,1706563385
402,katsuura,35.1333,140.3,9.47,59,100,0.4,JP,1706563386
403,cabo san lucas,22.8909,-109.9124,31.45,59,100,4.63,MX,1706563386
404,west plains,36.7281,-91.8524,14.46,37,0,1.54,US,1706563380
405,gejiu,23.306,103.1635,4.68,96,65,1.85,CN,1706563388
406,saint-felix-de-valois,46.1668,-73.4324,-2.75,80,100,0.45,CA,1706563388
407,ixtapa,20.7,-105.2,25.57,61,100,4.12,MX,1706563389
408,bridlington,54.0831,-0.1919,10.96,94,100,1.34,GB,1706563389
409,pelagiada,45.2064,42.0236,-8.25,92,100,3.0,RU,1706563390
410,tamanrasset,22.785,5.5228,14.95,15,0,1.54,DZ,1706563390
411,spearfish,44.4908,-103.8594,14.93,47,0,6.17,US,1706563391
412,sint michiel liber,12.15,-68.9833,28.9,74,20,4.63,CW,1706563391
413,puerto colombia,10.9878,-74.9547,30.05,79,17,9.13,CO,1706563392
414,pacific grove,36.6177,-121.9166,23.55,65,0,1.54,US,1706563392
415,smithers,54.7804,-127.1743,10.18,62,20,3.6,CA,1706563393
416,soroti,1.7146,33.6111,25.85,38,77,1.65,UG,1706563393
417,northam,51.0333,-4.2167,11.88,94,100,5.76,GB,1706563394
418,cam pha mines,21.0167,107.3,14.2,93,100,1.74,VN,1706563394
419,zeya,53.75,127.2667,-24.17,97,93,1.17,RU,1706563395
420,yala,6.3333,101.25,21.17,97,69,1.17,TH,1706563396
421,watseka,40.7762,-87.7364,1.95,59,3,4.41,US,1706563396
422,shizuishan,39.2333,106.7694,-4.22,37,99,3.5,CN,1706563144
423,souk ahras,36.2864,7.9511,8.87,72,14,1.35,DZ,1706563124
424,ilha de mocambique,-15.0342,40.7358,27.29,72,75,2.7,MZ,1706563398
425,kothi,24.75,80.7833,13.76,45,49,1.73,IN,1706563157
426,fengxiang,47.5833,130.8333,-28.09,96,5,1.92,CN,1706563399
427,tursunzoda,38.5144,68.2333,5.5,84,97,0.28,TJ,1706563399
428,saint croix,17.7397,-64.7388,27.25,74,40,2.57,VI,1706563400
429,emmett,43.8735,-116.4993,14.09,75,80,0.95,US,1706563400
430,taksimo,56.3444,114.8794,-33.96,90,41,0.97,RU,1706563400
431,port alfred,-33.5906,26.891,21.21,91,67,4.47,ZA,1706563401
432,taulaga,-11.0553,-171.0883,29.33,69,99,1.82,AS,1706563401
433,akureyri,65.6835,-18.0878,-0.04,74,75,5.14,IS,1706563402
434,bomdila,27.25,92.4,-1.1,84,64,3.03,IN,1706563137
435,dakoro,14.5106,6.765,20.6,14,68,5.88,NE,1706563403
436,la'ie,21.6477,-157.9253,27.98,78,18,1.34,US,1706563403
437,luderitz,-26.6481,15.1594,18.61,70,100,3.79,NA,1706563404
438,okahandja,-21.9833,16.9167,23.48,53,96,4.7,NA,1706563404
439,banda aceh,5.5577,95.3222,25.5,85,49,3.31,ID,1706563405
440,howrah,22.5892,88.3103,16.0,88,0,0.0,IN,1706563405
441,taco pozo,-25.6167,-63.2833,39.66,18,3,2.18,AR,1706563406
442,malvan,16.0667,73.4667,23.42,57,95,3.78,IN,1706563407
443,dazhou,31.2159,107.5009,8.93,72,100,1.69,CN,1706563407
444,mahanoro,-19.9,48.8,23.68,88,47,3.73,MG,1706563408
445,kasane,-17.8167,25.15,21.1,79,96,0.15,BW,1706563408
446,bac lieu,9.285,105.7244,24.22,83,53,6.89,VN,1706563409
447,burang,30.25,81.1667,-9.46,80,43,1.35,CN,1706563409
448,pazaryolu,40.4208,40.771,-13.01,89,59,1.23,TR,1706563410
449,indramayu,-6.3264,108.32,24.85,94,100,4.71,ID,1706563410
450,cannonvale,-20.2833,148.7,28.66,85,100,2.07,AU,1706563411
451,paoua,7.2427,16.4406,23.54,22,3,1.77,CF,1706563411
452,boulder city,35.9786,-114.8325,21.27,28,0,4.63,US,1706563412
453,cartagena del chaira,1.3349,-74.8429,37.17,29,100,1.14,CO,1706563216
454,jamestown,42.097,-79.2353,0.86,98,100,4.63,US,1706563116
455,magadan,59.5667,150.8,-19.05,71,75,4.07,RU,1706563413
456,ghadamis,30.1337,9.5007,13.67,51,0,4.25,LY,1706563414
457,trapani,37.8333,12.6667,8.83,93,0,1.03,IT,1706563414
458,purificacion,3.8587,-74.9313,37.19,31,100,1.49,CO,1706563415
459,coahuayana de hidalgo,18.7,-103.6583,29.6,53,100,2.63,MX,1706563415
460,pangoa,-12.1167,-73.0,24.35,94,100,0.97,PE,1706563395
461,jinchang,38.4953,102.1739,-2.81,25,8,0.42,CN,1706563416
462,argentan,48.75,-0.0167,9.49,91,100,4.24,FR,1706563179
463,wanning,18.8003,110.3967,20.83,90,87,1.51,CN,1706563417
464,shahpura,27.3833,75.9667,12.68,55,100,1.49,IN,1706563418
465,cidade velha,14.9167,-23.6167,23.26,68,62,6.69,CV,1706563418
466,paraiba do sul,-22.1619,-43.2928,26.58,83,18,1.03,BR,1706563155
467,constitucion,-35.3333,-72.4167,20.42,56,14,5.77,CL,1706563419
468,lata,40.1629,-8.3327,11.62,80,60,1.85,PT,1706563420
469,barreirinhas,-2.7469,-42.8264,25.61,90,99,3.02,BR,1706563420
470,kalmunai,7.4167,81.8167,24.98,88,84,3.18,LK,1706563421
471,nueva gerona,21.8833,-82.8,23.3,52,15,7.96,CU,1706563421
472,kashgar,39.4547,75.9797,-5.44,68,20,2.0,CN,1706563422
473,calamba,14.2117,121.1653,25.03,79,86,5.86,PH,1706563422
474,conceicao da barra,-18.5933,-39.7322,26.41,87,99,4.25,BR,1706563423
475,zliten,32.4674,14.5687,14.36,55,56,6.09,LY,1706563423
476,pangkalanbuun,-2.6833,111.6167,23.72,98,99,0.32,ID,1706563155
477,mana,5.6592,-53.7767,26.59,82,28,4.2,GF,1706563424
478,stadtilm,50.7667,11.0833,4.24,81,97,2.93,DE,1706563424
479,la ronge,55.1001,-105.2842,4.14,60,20,3.09,CA,1706563425
480,minas de marcona,-15.2119,-75.1103,23.26,62,70,7.56,PE,1706563425
481,bel ombre,-4.6167,55.4167,27.91,78,20,2.57,SC,1706563426
482,praia da vitoria,38.7333,-27.0667,16.53,82,40,4.48,PT,1706563426
483,dolni dabnik,43.4,24.4333,0.9,80,75,2.06,BG,1706563427
484,xiazhen,34.8022,117.1117,1.91,78,100,4.37,CN,1706563427
485,cidreira,-30.1811,-50.2056,24.28,78,57,3.59,BR,1706563428
486,xinqing,48.2333,129.5,-31.3,100,39,0.77,CN,1706563428
487,grosseto,42.8333,11.25,2.83,87,0,2.06,IT,1706563429
488,vizinga,61.0749,50.1031,-4.48,93,100,3.8,RU,1706563429
489,mermoz boabab,14.7065,-17.4758,23.31,68,100,4.12,SN,1706563430
490,porbandar,21.6422,69.6093,21.1,78,58,4.05,IN,1706563430
491,solnechnyy,50.7214,136.6319,-21.65,95,75,1.66,RU,1706563431
492,urangan,-25.3,152.9,26.22,98,100,2.68,AU,1706563431
493,beichengqu,40.4394,113.1536,-13.12,87,95,0.41,CN,1706563432
494,sao francisco do sul,-26.2433,-48.6381,23.95,83,75,2.06,BR,1706563432
495,ulety,51.3572,112.4849,-28.24,99,94,0.8,RU,1706563433
496,huadian,42.9633,126.7478,-21.27,100,86,0.97,CN,1706563433
497,perisoru,44.45,27.55,2.12,77,82,4.67,RO,1706563434
498,gazojak,41.1875,61.4036,2.49,74,98,5.73,TM,1706563435
499,lahaina,20.8783,-156.6825,28.23,73,6,8.04,US,1706563435
500,trairi,-3.2778,-39.2689,27.55,77,91,5.83,BR,1706563323
501,fukuecho,32.6881,128.8419,8.96,59,97,1.72,JP,1706563436
502,xai-xai,-25.0519,33.6442,23.62,84,2,3.54,MZ,1706563438
503,kirovgrad,57.4297,60.0597,-15.76,98,92,1.93,RU,1706563438
504,hadibu,12.65,54.0333,23.52,73,59,3.16,YE,1706563439
505,beibei,29.8256,106.4339,9.65,70,100,1.05,CN,1706563439
506,aquitania,5.5197,-72.8875,14.79,66,88,2.93,CO,1706563440
507,vilino,44.8456,33.6716,0.94,76,100,6.78,UA,1706563440
508,crane,31.3974,-102.3501,18.43,28,98,3.37,US,1706563441
509,armacao de buzios,-22.7469,-41.8817,27.09,86,9,2.39,BR,1706563420
510,mil'kovo,55.6078,37.7956,-1.43,92,100,6.03,RU,1706563442
511,young,-32.6833,-57.6333,32.64,32,24,2.83,UY,1706563442
512,tazacorte,28.629,-17.9293,19.53,37,27,4.47,ES,1706563443
513,harstad,68.799,16.5293,2.66,92,87,24.59,NO,1706563443
514,ashland,40.8167,-82.2665,0.98,98,79,3.11,US,1706563444
515,vikulovo,56.8167,70.6107,-20.67,100,100,1.41,RU,1706563444
516,ciudad lazaro cardenas,17.9583,-102.2,28.8,60,100,3.56,MX,1706563191
517,baihar,22.1,80.55,15.31,39,86,1.2,IN,1706563445
518,xunchang,28.4543,104.715,8.06,72,100,0.73,CN,1706563445
519,banlung,13.7468,107.0045,18.33,80,100,1.62,KH,1706563446
520,concepcion,-36.827,-73.0498,23.89,46,0,4.63,CL,1706563447
521,celestun,20.8667,-90.4,22.16,60,100,6.05,MX,1706563447
522,nyurba,63.2842,118.3319,-37.0,99,60,2.29,RU,1706563448
523,margate,51.3813,1.3862,11.04,85,100,3.58,GB,1706563263
524,kabansk,52.0486,106.6528,-26.45,96,55,1.74,RU,1706563449
525,zabol,32.25,67.25,6.54,75,28,1.37,AF,1706563450
526,kenai,60.5544,-151.2583,-11.95,90,100,3.09,US,1706563450
527,rongelap,11.1635,166.8941,26.29,77,88,6.18,MH,1706563451
528,luganville,-15.5333,167.1667,27.68,77,100,2.68,VU,1706563452
529,greymouth,-42.4667,171.2,18.75,52,7,0.69,NZ,1706563452
530,ishigaki,24.3448,124.1572,21.07,73,81,6.17,JP,1706563453
531,nalut,30.3333,10.85,10.04,59,0,4.6,LY,1706563453
532,kielce,50.8703,20.6275,1.68,46,66,2.46,PL,1706563454
533,anapa,44.8908,37.3239,-2.81,86,75,8.0,RU,1706563454
534,tumsar,21.3833,79.7333,17.63,36,71,1.21,IN,1706563382
535,hilo,19.7297,-155.09,30.16,65,0,2.06,US,1706563455
536,adrar,20.5022,-10.0711,18.65,13,0,4.69,MR,1706563456
537,kolokani,13.5728,-8.0339,22.72,13,71,3.91,ML,1706563456
538,sisimiut,66.9395,-53.6735,-24.17,95,100,3.19,GL,1706563457
539,cananea,30.95,-110.3,18.37,20,100,1.59,MX,1706563458
540,nantucket,41.2835,-70.0995,2.08,93,100,10.8,US,1706563458
541,pecangaan,-6.6978,110.7107,25.92,92,100,0.41,ID,1706563459
542,bluefields,12.0137,-83.7635,27.04,83,100,2.06,NI,1706563459
543,acapulco de juarez,16.8634,-99.8901,29.9,66,75,4.12,MX,1706563314
544,pyapon,16.2833,95.6833,22.73,70,52,1.98,MM,1706563461
545,zouerate,22.7187,-12.4521,19.81,12,0,4.07,MR,1706563281
546,boise,43.6135,-116.2035,13.45,66,0,0.0,US,1706563360
547,aripuana,-9.1667,-60.6333,28.16,78,94,1.14,BR,1706563462
548,mersin,36.862,34.6509,8.97,60,100,4.64,TR,1706563463
549,verkhnevilyuysk,63.4453,120.3167,-36.6,99,82,1.75,RU,1706563463
550,tindouf,27.6711,-8.1474,17.25,19,0,2.57,DZ,1706563464
